id,product_id,feature,value
20732,9293,Frame,DuraResin
20733,9294,Green Leaf Certified,null
20734,9294,Stitching,Cross Stitch
20735,9295,5 Year Warranty,null
20736,9296,Fabric,Cool Fit
20737,9296,Non-GMO,null
20738,9297,Satisfaction Guaranteed,null
20739,9297,Satisfaction Guaranteed,null
20740,9298,Stitching,Cross Stitch
20741,9298,Fair Trade Certified,null
20742,9298,Frame,AllLight Composition Resin
20743,9299,Green Leaf Certified,null
20744,9299,Satisfaction Guaranteed,null
20745,9299,Fair Trade Certified,null
20746,9300,Lifetime Guarantee,null
20747,9301,Green Leaf Certified,null
20748,9301,5 Year Warranty,null
20749,9302,Stitching,Cross Stitch
20750,9302,Cut,Skinny
20751,9302,Sustainably Sourced,null
20752,9303,Lifetime Guarantee,null
20753,9303,Fair Trade Certified,null
20754,9304,Fabric,Canvas
20755,9304,Cut,Striaght
20756,9304,Non-GMO,null
20757,9305,Buttons,Ivory
20758,9305,Stitching,Double Stitch
20759,9305,Fabric,Cool Fit
20760,9306,Frame,DuraResin
20761,9306,Non-GMO,null
20762,9307,Stitching,Cross Stitch
20763,9307,Sustainably Sourced,null
20764,9308,Fair Trade Certified,null
20765,9308,Frame,AllLight Composition Resin
20766,9308,5 Year Warranty,null
20767,9309,Green Leaf Certified,null
20768,9309,Fabric,FullControlSkin
20769,9309,Green Leaf Certified,null
20770,9310,Satisfaction Guaranteed,null
20771,9311,Non-GMO,null
20772,9311,Fabric,"95% Cotton, 5% Elastic"
20773,9311,Material,FullSupport Hybrid Compound
20774,9311,Cut,Skinny
20775,9312,Buttons,Brass
20776,9312,Sustainably Sourced,null
20777,9313,Non-GMO,null
20778,9314,Lens,Ultrasheen Basic
20779,9315,Fair Trade Certified,null
20780,9316,Lifetime Guarantee,null
20781,9316,Stitching,Double Stitch
20782,9316,Lifetime Guarantee,null
20783,9317,Stitching,Double Stitch
20784,9317,Sustainably Sourced,null
20785,9318,Lens,100% UV Protective
20786,9318,Green Leaf Certified,null
20787,9319,Stitching,Double Stitch
20788,9319,Non-GMO,null
20789,9319,Non-GMO,null
20790,9320,Frame,DuraResin
20791,9320,Non-GMO,null
20792,9321,Cut,Striaght
20793,9321,Cut,Skinny
20794,9321,5 Year Warranty,null
20795,9321,Lifetime Guarantee,null
20796,9322,Cut,Striaght
20797,9322,Fabric,"95% Cotton, 5% Elastic"
20798,9323,Fabric,"80% Cotton, 20% Polyester"
20799,9323,Buttons,Blue Resin
20800,9323,Lens,100% UV Protective
20801,9324,Lifetime Guarantee,null
20802,9324,Non-GMO,null
20803,9325,Fair Trade Certified,null
20804,9325,Frame,AllLight Composition Resin
20805,9326,Fair Trade Certified,null
20806,9326,Cut,Skinny
20807,9326,Stitching,Double Stitch
20808,9327,Lifetime Guarantee,null
20809,9327,Non-GMO,null
20810,9327,Stitching,Double Stitch
20811,9328,5 Year Warranty,null
20812,9328,Satisfaction Guaranteed,null
20813,9329,Sustainably Sourced,null
20814,9329,Buttons,White Resin
20815,9329,Satisfaction Guaranteed,null
20816,9330,Non-GMO,null
20817,9330,Lifetime Guarantee,null
20818,9331,Lens,100% UV Protective
20819,9331,Lifetime Guarantee,null
20820,9331,Satisfaction Guaranteed,null
20821,9332,Lens,Ultrasheen Silver
20822,9332,Satisfaction Guaranteed,null
20823,9332,Lifetime Guarantee,null
20824,9333,Frame,DuraResin
20825,9333,Lens,100% UV Protective
20826,9334,Sustainably Sourced,null
20827,9335,Non-GMO,null
20828,9335,Non-GMO,null
20829,9335,Green Leaf Certified,null
20830,9335,Lifetime Guarantee,null
20831,9336,Green Leaf Certified,null
20832,9336,Buttons,White Resin
20833,9337,Cut,Skinny
20834,9338,Sustainably Sourced,null
20835,9338,Frame,DuraResin
20836,9338,Satisfaction Guaranteed,null
20837,9339,Sustainably Sourced,null
20838,9339,Frame,DuraResin
20839,9339,Material,Rubber Mesh
20840,9340,Fabric,Silk
20841,9340,Fabric,100% Cotton
20842,9340,Fair Trade Certified,null
20843,9341,Lens,Ultrasheen Gold
20844,9342,Fair Trade Certified,null
20845,9343,Material,FullControl Skin
20846,9343,Lifetime Guarantee,null
20847,9344,Material,FullControl Skin
20848,9344,Green Leaf Certified,null
20849,9345,Cut,Loose
20850,9345,Non-GMO,null
20851,9345,Non-GMO,null
20852,9346,Satisfaction Guaranteed,null
20853,9346,Non-GMO,null
20854,9346,Green Leaf Certified,null
20855,9347,Satisfaction Guaranteed,null
20856,9347,Stitching,Cross Stitch
20857,9348,Non-GMO,null
20858,9349,Green Leaf Certified,null
20859,9349,Green Leaf Certified,null
20860,9350,Fabric,Velvet
20861,9350,Fair Trade Certified,null
20862,9350,Sustainably Sourced,null
20863,9351,Fabric,Velvet
20864,9352,Fair Trade Certified,null
20865,9352,Material,FullSupport Hybrid Compound
20866,9353,5 Year Warranty,null
20867,9353,Material,FullControl Skin
20868,9353,5 Year Warranty,null
20869,9354,Non-GMO,null
20870,9354,Frame,DuraResin
20871,9354,Lens,Ultrasheen Basic
20872,9355,Lens,Ultrasheen Gold
20873,9356,Satisfaction Guaranteed,null
20874,9356,Green Leaf Certified,null
20875,9357,Non-GMO,null
20876,9358,Non-GMO,null
20877,9359,5 Year Warranty,null
20878,9359,Cut,Loose
20879,9359,5 Year Warranty,null
20880,9360,Lens,Ultrasheen Gold
20881,9361,Fabric,Wool
20882,9361,Lens,Ultrasheen Silver
20883,9361,Cut,Straight
20884,9361,Material,Armor Weave
20885,9362,Cut,Straight
20886,9362,Cut,Striaght
20887,9362,Non-GMO,null
20888,9363,Non-GMO,null
20889,9364,Buttons,Blue Resin
20890,9364,Sustainably Sourced,null
20891,9365,Frame,DuraResin
20892,9365,Buttons,White Resin
20893,9365,Cut,Straight
20894,9366,5 Year Warranty,null
20895,9367,Material,FullControl Skin
20896,9367,Material,Rubber Mesh
20897,9368,Stitching,Double Stitch
20898,9368,Green Leaf Certified,null
20899,9369,Fair Trade Certified,null
20900,9370,Sustainably Sourced,null
20901,9370,Cut,Straight
20902,9371,Green Leaf Certified,null
20903,9371,Fabric,Silk
20904,9372,Non-GMO,null
20905,9373,Lifetime Guarantee,null
20906,9373,Fair Trade Certified,null
20907,9374,Cut,Striaght
20908,9375,Non-GMO,null
20909,9375,Material,Armor Weave
20910,9375,5 Year Warranty,null
20911,9376,Lifetime Guarantee,null
20912,9376,Satisfaction Guaranteed,null
20913,9377,Fair Trade Certified,null
20914,9377,Lens,100% UV Protective
20915,9378,Frame,DuraResin
20916,9378,Frame,DuraResin
20917,9378,Lifetime Guarantee,null
20918,9378,Stitching,Cross Stitch
20919,9379,Fair Trade Certified,null
20920,9379,Stitching,Double Stitch
20921,9380,Cut,Skinny
20922,9380,Frame,DuraResin
20923,9380,Fabric,"80% Cotton, 20% Polyester"
20924,9381,Lens,Ultrasheen Basic
20925,9381,Frame,AllLight Composition Resin
20926,9381,Non-GMO,null
20927,9382,Buttons,Black Resin
20928,9382,Stitching,Double Stitch
20929,9383,5 Year Warranty,null
20930,9383,Buttons,Brass
20931,9384,Cut,Striaght
20932,9384,5 Year Warranty,null
20933,9384,Buttons,Ivory
20934,9385,Fair Trade Certified,null
20935,9385,Satisfaction Guaranteed,null
20936,9386,Non-GMO,null
20937,9386,Non-GMO,null
20938,9387,Stitching,Double Stitch
20939,9387,Material,Armor Weave
20940,9388,Fabric,"95% Cotton, 5% Elastic"
20941,9388,Material,Rubber Mesh
20942,9388,Non-GMO,null
20943,9389,Buttons,Ivory
20944,9390,Stitching,Double Stitch
20945,9390,Cut,Striaght
20946,9391,Fabric,"95% Cotton, 5% Elastic"
20947,9391,Fair Trade Certified,null
20948,9392,Green Leaf Certified,null
20949,9392,Non-GMO,null
20950,9393,Sustainably Sourced,null
20951,9394,Fair Trade Certified,null
20952,9395,Stitching,Double Stitch
20953,9395,Non-GMO,null
20954,9395,Lifetime Guarantee,null
20955,9395,Green Leaf Certified,null
20956,9396,Satisfaction Guaranteed,null
20957,9397,Lens,Ultrasheen Basic
20958,9398,Fabric,Cool Fit
20959,9398,5 Year Warranty,null
20960,9398,Buttons,White Resin
20961,9399,Non-GMO,null
20962,9399,Green Leaf Certified,null
20963,9400,Lens,Ultrasheen Basic
20964,9400,Material,FullSupport Hybrid Compound
20965,9401,Satisfaction Guaranteed,null
20966,9401,Fabric,Silk
20967,9401,Stitching,Double Stitch
20968,9402,Buttons,White Resin
20969,9402,Cut,Striaght
20970,9403,Stitching,Cross Stitch
20971,9403,Green Leaf Certified,null
20972,9404,Sustainably Sourced,null
20973,9404,Sustainably Sourced,null
20974,9404,Lifetime Guarantee,null
20975,9405,Cut,Striaght
20976,9406,5 Year Warranty,null
20977,9406,Cut,Straight
20978,9406,Frame,DuraResin
20979,9407,Lens,Ultrasheen Basic
20980,9407,Fair Trade Certified,null
20981,9407,Material,Control Support Bridge
20982,9408,Fabric,Cashmere
20983,9408,Fair Trade Certified,null
20984,9408,Green Leaf Certified,null
20985,9409,Satisfaction Guaranteed,null
20986,9409,Frame,DuraResin
20987,9409,Fair Trade Certified,null
20988,9410,Buttons,Blue Resin
20989,9411,Sustainably Sourced,null
20990,9411,Frame,AllLight Composition Resin
20991,9412,Fabric,Cool Fit
20992,9413,Green Leaf Certified,null
20993,9413,Stitching,Cross Stitch
20994,9414,Sustainably Sourced,null
20995,9414,Stitching,Double Stitch
20996,9414,Material,Control Support Bridge
20997,9414,Non-GMO,null
20998,9415,Frame,AllLight Composition Resin
20999,9415,5 Year Warranty,null
21000,9415,Cut,Skinny
21001,9415,Fabric,Cashmere
21002,9416,Stitching,Double Stitch
21003,9417,Buttons,Black Resin
21004,9417,Non-GMO,null
21005,9417,Stitching,Double Stitch
21006,9418,Frame,AllLight Composition Resin
21007,9418,Satisfaction Guaranteed,null
21008,9418,5 Year Warranty,null
21009,9418,Cut,Skinny
21010,9419,Lifetime Guarantee,null
21011,9420,Buttons,Blue Resin
21012,9420,5 Year Warranty,null
21013,9421,Sustainably Sourced,null
21014,9421,Non-GMO,null
21015,9422,Sustainably Sourced,null
21016,9422,Cut,Loose
21017,9423,Fair Trade Certified,null
21018,9423,Non-GMO,null
21019,9424,Green Leaf Certified,null
21020,9424,Frame,AllLight Composition Resin
21021,9424,Green Leaf Certified,null
21022,9425,Non-GMO,null
21023,9425,5 Year Warranty,null
21024,9426,Sustainably Sourced,null
21025,9426,Cut,Loose
21026,9426,Stitching,Cross Stitch
21027,9427,Fabric,Silk
21028,9428,Frame,AllLight Composition Resin
21029,9428,5 Year Warranty,null
21030,9429,Fair Trade Certified,null
21031,9429,Cut,Skinny
21032,9430,Lifetime Guarantee,null
21033,9430,Sustainably Sourced,null
21034,9431,Non-GMO,null
21035,9431,Green Leaf Certified,null
21036,9431,Lens,100% UV Protective
21037,9432,Stitching,Cross Stitch
21038,9433,Buttons,Brass
21039,9433,Stitching,Double Stitch
21040,9433,Fair Trade Certified,null
21041,9434,Material,FullSupport Hybrid Compound
21042,9434,Lens,Ultrasheen Gold
21043,9434,5 Year Warranty,null
21044,9435,Non-GMO,null
21045,9435,Lens,Ultrasheen Silver
21046,9436,Fair Trade Certified,null
21047,9437,Green Leaf Certified,null
21048,9437,5 Year Warranty,null
21049,9437,Non-GMO,null
21050,9438,Frame,AllLight Composition Resin
21051,9439,Satisfaction Guaranteed,null
21052,9439,Cut,Skinny
21053,9440,Fair Trade Certified,null
21054,9440,Fair Trade Certified,null
21055,9440,Material,FullControl Skin
21056,9440,Frame,AllLight Composition Resin
21057,9441,Lifetime Guarantee,null
21058,9441,Buttons,Ivory
21059,9441,5 Year Warranty,null
21060,9442,Sustainably Sourced,null
21061,9442,Green Leaf Certified,null
21062,9442,Material,FullSupport Hybrid Compound
21063,9443,Lens,Ultrasheen Gold
21064,9443,Buttons,Brass
21065,9444,Non-GMO,null
21066,9445,Sustainably Sourced,null
21067,9445,Lens,Ultrasheen Silver
21068,9445,Stitching,Cross Stitch
21069,9445,Cut,Straight
21070,9446,Lens,Ultrasheen Gold
21071,9446,Non-GMO,null
21072,9447,Material,FullSupport Hybrid Compound
21073,9447,Green Leaf Certified,null
21074,9448,Green Leaf Certified,null
21075,9448,Fair Trade Certified,null
21076,9448,Frame,DuraResin
21077,9448,Frame,DuraResin
21078,9449,5 Year Warranty,null
21079,9449,Satisfaction Guaranteed,null
21080,9450,Frame,AllLight Composition Resin
21081,9450,Sustainably Sourced,null
21082,9451,Frame,DuraResin
21083,9452,Non-GMO,null
21084,9452,Material,Rubber Mesh
21085,9452,Satisfaction Guaranteed,null
21086,9453,Green Leaf Certified,null
21087,9453,Material,Rubber Mesh
21088,9453,Fabric,"80% Cotton, 20% Polyester"
21089,9453,Material,Armor Weave
21090,9454,Cut,Striaght
21091,9454,Fabric,Cool Fit
21092,9455,Satisfaction Guaranteed,null
21093,9455,Satisfaction Guaranteed,null
21094,9455,Non-GMO,null
21095,9455,Material,FullControl Skin
21096,9456,Stitching,Cross Stitch
21097,9456,Cut,Skinny
21098,9456,Non-GMO,null
21099,9457,Satisfaction Guaranteed,null
21100,9458,Buttons,White Resin
21101,9458,Fair Trade Certified,null
21102,9459,5 Year Warranty,null
21103,9459,Non-GMO,null
21104,9459,5 Year Warranty,null
21105,9459,5 Year Warranty,null
21106,9460,Cut,Loose
21107,9460,Non-GMO,null
21108,9461,5 Year Warranty,null
21109,9461,Cut,Skinny
21110,9462,Cut,Skinny
21111,9462,Stitching,Double Stitch
21112,9463,Fabric,Cashmere
21113,9463,Frame,AllLight Composition Resin
21114,9464,Stitching,Double Stitch
21115,9464,Frame,AllLight Composition Resin
21116,9464,Lifetime Guarantee,null
21117,9464,Sustainably Sourced,null
21118,9465,Non-GMO,null
21119,9465,Lifetime Guarantee,null
21120,9465,Sustainably Sourced,null
21121,9466,Cut,Skinny
21122,9467,Lens,Ultrasheen Gold
21123,9467,Non-GMO,null
21124,9467,Fabric,Silk
21125,9468,Material,Control Support Bridge
21126,9468,Fair Trade Certified,null
21127,9469,Non-GMO,null
21128,9469,Cut,Skinny
21129,9469,Fabric,FullControlSkin
21130,9470,Cut,Skinny
21131,9470,Sustainably Sourced,null
21132,9471,Material,FullSupport Hybrid Compound
21133,9471,Green Leaf Certified,null
21134,9471,Fabric,Wool
21135,9471,Stitching,Cross Stitch
21136,9472,Non-GMO,null
21137,9472,Non-GMO,null
21138,9473,Lens,Ultrasheen Basic
21139,9473,Frame,AllLight Composition Resin
21140,9473,Fabric,"95% Cotton, 5% Elastic"
21141,9474,Satisfaction Guaranteed,null
21142,9475,Material,Control Support Bridge
21143,9475,Lens,100% UV Protective
21144,9476,Satisfaction Guaranteed,null
21145,9477,Fair Trade Certified,null
21146,9477,Non-GMO,null
21147,9477,Frame,DuraResin
21148,9478,Non-GMO,null
21149,9479,Lifetime Guarantee,null
21150,9479,Green Leaf Certified,null
21151,9479,Fair Trade Certified,null
21152,9480,Material,Armor Weave
21153,9480,Fabric,"80% Cotton, 20% Polyester"
21154,9481,Lens,Ultrasheen Gold
21155,9482,Satisfaction Guaranteed,null
21156,9482,Non-GMO,null
21157,9483,Material,Control Support Bridge
21158,9484,Stitching,Cross Stitch
21159,9485,Fabric,Wool
21160,9486,Satisfaction Guaranteed,null
21161,9487,Green Leaf Certified,null
21162,9487,Sustainably Sourced,null
21163,9488,Green Leaf Certified,null
21164,9488,Frame,AllLight Composition Resin
21165,9489,Fabric,"95% Cotton, 5% Elastic"
21166,9489,Fabric,Velvet
21167,9490,Cut,Loose
21168,9490,Sustainably Sourced,null
21169,9491,Lens,Ultrasheen Gold
21170,9491,Lifetime Guarantee,null
21171,9491,Material,Armor Weave
21172,9492,Frame,AllLight Composition Resin
21173,9492,5 Year Warranty,null
21174,9493,Buttons,White Resin
21175,9493,Material,FullSupport Hybrid Compound
21176,9494,Sustainably Sourced,null
21177,9494,Green Leaf Certified,null
21178,9494,Fair Trade Certified,null
21179,9495,Non-GMO,null
21180,9495,Fair Trade Certified,null
21181,9496,Buttons,Black Resin
21182,9496,Cut,Striaght
21183,9496,Lens,Ultrasheen Basic
21184,9497,Material,Rubber Mesh
21185,9497,Fair Trade Certified,null
21186,9498,Cut,Skinny
21187,9499,Fabric,Cool Fit
21188,9500,Green Leaf Certified,null
21189,9500,Non-GMO,null
21190,9501,Material,FullSupport Hybrid Compound
21191,9502,Lifetime Guarantee,null
21192,9502,Fair Trade Certified,null
21193,9503,5 Year Warranty,null
21194,9503,Non-GMO,null
21195,9504,Frame,AllLight Composition Resin
21196,9504,Material,FullSupport Hybrid Compound
21197,9505,Material,Armor Weave
21198,9505,Non-GMO,null
21199,9505,5 Year Warranty,null
21200,9506,Satisfaction Guaranteed,null
21201,9506,Lifetime Guarantee,null
21202,9506,Sustainably Sourced,null
21203,9507,Fabric,FullControlSkin
21204,9507,Sustainably Sourced,null
21205,9507,Non-GMO,null
21206,9508,Material,Rubber Mesh
21207,9508,Non-GMO,null
21208,9508,5 Year Warranty,null
21209,9509,Stitching,Double Stitch
21210,9509,Buttons,Black Resin
21211,9509,Buttons,Black Resin
21212,9510,Satisfaction Guaranteed,null
21213,9510,5 Year Warranty,null
21214,9511,Lens,Ultrasheen Gold
21215,9512,Satisfaction Guaranteed,null
21216,9513,Stitching,Cross Stitch
21217,9513,Sustainably Sourced,null
21218,9513,Material,FullControl Skin
21219,9514,Sustainably Sourced,null
21220,9514,Fair Trade Certified,null
21221,9514,Material,FullSupport Hybrid Compound
21222,9515,Buttons,Blue Resin
21223,9515,Fabric,Silk
21224,9515,5 Year Warranty,null
21225,9516,Non-GMO,null
21226,9516,Satisfaction Guaranteed,null
21227,9517,Frame,DuraResin
21228,9517,Satisfaction Guaranteed,null
21229,9518,Fabric,Cool Fit
21230,9518,Lens,Ultrasheen Silver
21231,9518,Sustainably Sourced,null
21232,9519,Buttons,Ivory
21233,9520,Non-GMO,null
21234,9520,Stitching,Cross Stitch
21235,9521,Cut,Loose
21236,9522,Fabric,100% Cotton
21237,9523,Lifetime Guarantee,null
21238,9523,Fair Trade Certified,null
21239,9524,Fair Trade Certified,null
21240,9524,Satisfaction Guaranteed,null
21241,9525,Cut,Loose
21242,9526,Non-GMO,null
21243,9526,Buttons,Blue Resin
21244,9526,Buttons,White Resin
21245,9527,Fair Trade Certified,null
21246,9527,Material,Rubber Mesh
21247,9528,Non-GMO,null
21248,9528,Buttons,Ivory
21249,9529,Cut,Loose
21250,9529,Buttons,Blue Resin
21251,9529,Buttons,Brass
21252,9530,5 Year Warranty,null
21253,9531,5 Year Warranty,null
21254,9531,Green Leaf Certified,null
21255,9531,Lifetime Guarantee,null
21256,9532,Lens,100% UV Protective
21257,9532,Lifetime Guarantee,null
21258,9532,5 Year Warranty,null
21259,9533,Lens,Ultrasheen Basic
21260,9533,Non-GMO,null
21261,9534,Fabric,Cool Fit
21262,9534,Sustainably Sourced,null
21263,9534,Cut,Loose
21264,9535,Buttons,Brass
21265,9536,Non-GMO,null
21266,9536,Fabric,FullControlSkin
21267,9536,Lens,Ultrasheen Silver
21268,9537,Satisfaction Guaranteed,null
21269,9537,Material,FullControl Skin
21270,9538,5 Year Warranty,null
21271,9539,Fabric,"80% Cotton, 20% Polyester"
21272,9540,Sustainably Sourced,null
21273,9540,Buttons,Brass
21274,9540,Fair Trade Certified,null
21275,9540,Fair Trade Certified,null
21276,9541,Fabric,Cashmere
21277,9542,Material,Control Support Bridge
21278,9542,Material,Rubber Mesh
21279,9543,Fair Trade Certified,null
21280,9543,Material,FullControl Skin
21281,9543,Cut,Straight
21282,9544,Fabric,Wool
21283,9544,Lens,Ultrasheen Basic
21284,9545,Fabric,Canvas
21285,9545,Fabric,Silk
21286,9545,Green Leaf Certified,null
21287,9546,Satisfaction Guaranteed,null
21288,9546,5 Year Warranty,null
21289,9547,Non-GMO,null
21290,9547,Material,Armor Weave
21291,9548,Cut,Skinny
21292,9548,Cut,Skinny
21293,9549,Lifetime Guarantee,null
21294,9549,Fabric,FullControlSkin
21295,9550,Non-GMO,null
21296,9550,Lifetime Guarantee,null
21297,9551,Sustainably Sourced,null
21298,9551,Satisfaction Guaranteed,null
21299,9552,Green Leaf Certified,null
21300,9552,Cut,Loose
21301,9553,Non-GMO,null
21302,9553,Non-GMO,null
21303,9554,Fabric,Wool
21304,9555,5 Year Warranty,null
21305,9556,Green Leaf Certified,null
21306,9556,Cut,Loose
21307,9556,Cut,Skinny
21308,9557,Satisfaction Guaranteed,null
21309,9557,Fabric,"80% Cotton, 20% Polyester"
21310,9557,Lens,Ultrasheen Basic
21311,9558,Cut,Striaght
21312,9558,Non-GMO,null
21313,9559,Buttons,White Resin
21314,9559,Non-GMO,null
21315,9560,Non-GMO,null
21316,9561,5 Year Warranty,null
21317,9561,5 Year Warranty,null
21318,9561,Stitching,Cross Stitch
21319,9562,Lens,Ultrasheen Basic
21320,9563,Lens,100% UV Protective
21321,9564,Lifetime Guarantee,null
21322,9565,Sustainably Sourced,null
21323,9566,Non-GMO,null
21324,9567,Lens,Ultrasheen Basic
21325,9567,Buttons,Black Resin
21326,9567,Cut,Skinny
21327,9568,Cut,Straight
21328,9568,Fabric,Velvet
21329,9569,Lens,Ultrasheen Silver
21330,9569,Stitching,Double Stitch
21331,9569,Frame,DuraResin
21332,9570,Fabric,100% Cotton
21333,9571,Fabric,Cool Fit
21334,9571,Non-GMO,null
21335,9571,Stitching,Double Stitch
21336,9572,Non-GMO,null
21337,9572,Non-GMO,null
21338,9573,Sustainably Sourced,null
21339,9573,Satisfaction Guaranteed,null
21340,9573,Non-GMO,null
21341,9574,Cut,Striaght
21342,9574,5 Year Warranty,null
21343,9574,Stitching,Double Stitch
21344,9575,Material,Rubber Mesh
21345,9576,Frame,DuraResin
21346,9576,Buttons,Blue Resin
21347,9576,Satisfaction Guaranteed,null
21348,9577,Satisfaction Guaranteed,null
21349,9578,Fair Trade Certified,null
21350,9578,Buttons,White Resin
21351,9578,5 Year Warranty,null
21352,9579,Frame,AllLight Composition Resin
21353,9579,Fabric,Cool Fit
21354,9579,Stitching,Cross Stitch
21355,9580,Fabric,Canvas
21356,9580,Non-GMO,null
21357,9581,Non-GMO,null
21358,9581,Lifetime Guarantee,null
21359,9582,Sustainably Sourced,null
21360,9582,Non-GMO,null
21361,9583,Fabric,FullControlSkin
21362,9583,5 Year Warranty,null
21363,9584,Non-GMO,null
21364,9584,Green Leaf Certified,null
21365,9584,Sustainably Sourced,null
21366,9585,Lens,100% UV Protective
21367,9585,Non-GMO,null
21368,9585,Lifetime Guarantee,null
21369,9586,Non-GMO,null
21370,9587,Satisfaction Guaranteed,null
21371,9588,Non-GMO,null
21372,9588,Non-GMO,null
21373,9589,Buttons,Blue Resin
21374,9590,Buttons,White Resin
21375,9590,Fair Trade Certified,null
21376,9590,Fair Trade Certified,null
21377,9591,Stitching,Cross Stitch
21378,9591,Cut,Loose
21379,9591,Stitching,Cross Stitch
21380,9592,Sustainably Sourced,null
21381,9592,Non-GMO,null
21382,9592,Cut,Skinny
21383,9593,Non-GMO,null
21384,9594,Stitching,Cross Stitch
21385,9595,Lens,Ultrasheen Basic
21386,9595,Fair Trade Certified,null
21387,9595,Fabric,Velvet
21388,9596,5 Year Warranty,null
21389,9596,Non-GMO,null
21390,9597,Stitching,Double Stitch
21391,9597,Frame,AllLight Composition Resin
21392,9598,Cut,Straight
21393,9599,Satisfaction Guaranteed,null
21394,9600,5 Year Warranty,null
21395,9600,Green Leaf Certified,null
21396,9601,Non-GMO,null
21397,9602,Frame,DuraResin
21398,9602,Satisfaction Guaranteed,null
21399,9602,Green Leaf Certified,null
21400,9603,Frame,DuraResin
21401,9603,Fabric,Cool Fit
21402,9603,Stitching,Double Stitch
21403,9604,Green Leaf Certified,null
21404,9605,Material,Rubber Mesh
21405,9605,Fair Trade Certified,null
21406,9606,Cut,Straight
21407,9607,Fabric,"80% Cotton, 20% Polyester"
21408,9607,Non-GMO,null
21409,9607,Cut,Striaght
21410,9608,Lens,Ultrasheen Gold
21411,9608,Fabric,Cashmere
21412,9608,Non-GMO,null
21413,9609,5 Year Warranty,null
21414,9610,Non-GMO,null
21415,9611,Cut,Straight
21416,9611,Lens,100% UV Protective
21417,9612,Non-GMO,null
21418,9612,Stitching,Double Stitch
21419,9612,5 Year Warranty,null
21420,9613,Lens,100% UV Protective
21421,9613,Non-GMO,null
21422,9613,Material,FullSupport Hybrid Compound
21423,9614,Cut,Striaght
21424,9615,Material,Control Support Bridge
21425,9615,Material,FullSupport Hybrid Compound
21426,9616,Fair Trade Certified,null
21427,9617,5 Year Warranty,null
21428,9617,Fair Trade Certified,null
21429,9617,Buttons,Ivory
21430,9618,Cut,Loose
21431,9618,5 Year Warranty,null
21432,9618,Green Leaf Certified,null
21433,9619,Lifetime Guarantee,null
21434,9619,Lens,Ultrasheen Silver
21435,9619,Lifetime Guarantee,null
21436,9620,Cut,Striaght
21437,9620,Cut,Loose
21438,9621,Sustainably Sourced,null
21439,9621,Sustainably Sourced,null
21440,9621,Fair Trade Certified,null
21441,9621,Fabric,"95% Cotton, 5% Elastic"
21442,9622,Satisfaction Guaranteed,null
21443,9623,Fair Trade Certified,null
21444,9623,Lifetime Guarantee,null
21445,9624,Non-GMO,null
21446,9624,Green Leaf Certified,null
21447,9625,Green Leaf Certified,null
21448,9625,Green Leaf Certified,null
21449,9625,Stitching,Double Stitch
21450,9626,Green Leaf Certified,null
21451,9627,Non-GMO,null
21452,9627,Frame,AllLight Composition Resin
21453,9628,Frame,DuraResin
21454,9629,Non-GMO,null
21455,9629,Non-GMO,null
21456,9630,Fabric,FullControlSkin
21457,9630,Cut,Striaght
21458,9631,Fair Trade Certified,null
21459,9632,Green Leaf Certified,null
21460,9633,Green Leaf Certified,null
21461,9633,Fair Trade Certified,null
21462,9633,Non-GMO,null
21463,9634,Lifetime Guarantee,null
21464,9634,Satisfaction Guaranteed,null
21465,9635,Fair Trade Certified,null
21466,9635,Stitching,Cross Stitch
21467,9636,5 Year Warranty,null
21468,9636,Non-GMO,null
21469,9636,Lens,Ultrasheen Basic
21470,9637,Stitching,Cross Stitch
21471,9637,Green Leaf Certified,null
21472,9637,Material,FullControl Skin
21473,9638,Green Leaf Certified,null
21474,9639,Green Leaf Certified,null
21475,9639,Fabric,FullControlSkin
21476,9640,Material,Control Support Bridge
21477,9640,Satisfaction Guaranteed,null
21478,9640,Sustainably Sourced,null
21479,9641,Satisfaction Guaranteed,null
21480,9641,Material,Rubber Mesh
21481,9641,Cut,Striaght
21482,9642,Non-GMO,null
21483,9643,Cut,Loose
21484,9643,Fair Trade Certified,null
21485,9644,Non-GMO,null
21486,9645,Non-GMO,null
21487,9646,Lifetime Guarantee,null
21488,9646,Frame,DuraResin
21489,9646,Sustainably Sourced,null
21490,9647,Material,FullSupport Hybrid Compound
21491,9647,Lens,Ultrasheen Silver
21492,9648,Buttons,Brass
21493,9649,Buttons,Blue Resin
21494,9649,Fair Trade Certified,null
21495,9649,Cut,Straight
21496,9650,Material,Armor Weave
21497,9650,Buttons,Black Resin
21498,9650,Frame,DuraResin
21499,9651,Non-GMO,null
21500,9652,Non-GMO,null
21501,9652,Fair Trade Certified,null
21502,9652,5 Year Warranty,null
21503,9653,Fabric,FullControlSkin
21504,9653,Lens,100% UV Protective
21505,9654,Buttons,White Resin
21506,9655,Cut,Striaght
21507,9655,Stitching,Cross Stitch
21508,9656,Cut,Striaght
21509,9656,Non-GMO,null
21510,9657,Cut,Skinny
21511,9657,Sustainably Sourced,null
21512,9657,Satisfaction Guaranteed,null
21513,9658,Lens,Ultrasheen Silver
21514,9658,Non-GMO,null
21515,9659,Non-GMO,null
21516,9659,Cut,Skinny
21517,9659,Lifetime Guarantee,null
21518,9660,Cut,Skinny
21519,9661,Stitching,Cross Stitch
21520,9661,Non-GMO,null
21521,9662,Non-GMO,null
